 # tiempo		x		  y		  vx		  vy
   0.261197E+01   0.369388E+02   0.350918E+01   0.141421E+02  -0.114551E+02
   0.261678E+01   0.370068E+02   0.345397E+01   0.141421E+02  -0.115023E+02
   0.262159E+01   0.370748E+02   0.339853E+01   0.141421E+02  -0.115494E+02
   0.262640E+01   0.371429E+02   0.334286E+01   0.141421E+02  -0.115966E+02
   0.263121E+01   0.372109E+02   0.328696E+01   0.141421E+02  -0.116437E+02
   0.263602E+01   0.372789E+02   0.323084E+01   0.141421E+02  -0.116908E+02
   0.264083E+01   0.373469E+02   0.317449E+01   0.141421E+02  -0.117380E+02
   0.264564E+01   0.374150E+02   0.311791E+01   0.141421E+02  -0.117851E+02
   0.265045E+01   0.374830E+02   0.306111E+01   0.141421E+02  -0.118323E+02
   0.265526E+01   0.375510E+02   0.300408E+01   0.141421E+02  -0.118794E+02
   0.266007E+01   0.376190E+02   0.294683E+01   0.141421E+02  -0.119265E+02
   0.266488E+01   0.376871E+02   0.288934E+01   0.141421E+02  -0.119737E+02
   0.266969E+01   0.377551E+02   0.283163E+01   0.141421E+02  -0.120208E+02
   0.267450E+01   0.378231E+02   0.277370E+01   0.141421E+02  -0.120680E+02
   0.267931E+01   0.378912E+02   0.271553E+01   0.141421E+02  -0.121151E+02
   0.268412E+01   0.379592E+02   0.265714E+01   0.141421E+02  -0.121622E+02
   0.268893E+01   0.380272E+02   0.259853E+01   0.141421E+02  -0.122094E+02
   0.269374E+01   0.380952E+02   0.253968E+01   0.141421E+02  -0.122565E+02
   0.269855E+01   0.381633E+02   0.248061E+01   0.141421E+02  -0.123037E+02
   0.270336E+01   0.382313E+02   0.242132E+01   0.141421E+02  -0.123508E+02
   0.270817E+01   0.382993E+02   0.236179E+01   0.141421E+02  -0.123979E+02
   0.271298E+01   0.383673E+02   0.230204E+01   0.141421E+02  -0.124451E+02
   0.271779E+01   0.384354E+02   0.224206E+01   0.141421E+02  -0.124922E+02
   0.272260E+01   0.385034E+02   0.218186E+01   0.141421E+02  -0.125394E+02
   0.272741E+01   0.385714E+02   0.212143E+01   0.141421E+02  -0.125865E+02
   0.273222E+01   0.386395E+02   0.206077E+01   0.141421E+02  -0.126336E+02
   0.273703E+01   0.387075E+02   0.199989E+01   0.141421E+02  -0.126808E+02
   0.274184E+01   0.387755E+02   0.193878E+01   0.141421E+02  -0.127279E+02
   0.274665E+01   0.388435E+02   0.187744E+01   0.141421E+02  -0.127751E+02
   0.275146E+01   0.389116E+02   0.181587E+01   0.141421E+02  -0.128222E+02
   0.275627E+01   0.389796E+02   0.175408E+01   0.141421E+02  -0.128693E+02
   0.276108E+01   0.390476E+02   0.169206E+01   0.141421E+02  -0.129165E+02
   0.276589E+01   0.391156E+02   0.162982E+01   0.141421E+02  -0.129636E+02
   0.277070E+01   0.391837E+02   0.156735E+01   0.141421E+02  -0.130108E+02
   0.277551E+01   0.392517E+02   0.150465E+01   0.141421E+02  -0.130579E+02
   0.278032E+01   0.393197E+02   0.144172E+01   0.141421E+02  -0.131050E+02
   0.278513E+01   0.393878E+02   0.137857E+01   0.141421E+02  -0.131522E+02
   0.278995E+01   0.394558E+02   0.131519E+01   0.141421E+02  -0.131993E+02
   0.279476E+01   0.395238E+02   0.125159E+01   0.141421E+02  -0.132465E+02
   0.279957E+01   0.395918E+02   0.118776E+01   0.141421E+02  -0.132936E+02
   0.280438E+01   0.396599E+02   0.112370E+01   0.141421E+02  -0.133407E+02
   0.280919E+01   0.397279E+02   0.105941E+01   0.141421E+02  -0.133879E+02
   0.281400E+01   0.397959E+02   0.994898E+00   0.141421E+02  -0.134350E+02
   0.281881E+01   0.398639E+02   0.930159E+00   0.141421E+02  -0.134822E+02
   0.282362E+01   0.399320E+02   0.865193E+00   0.141421E+02  -0.135293E+02
   0.282843E+01   0.400000E+02   0.800000E+00   0.141421E+02  -0.135765E+02
   0.283324E+01   0.400680E+02   0.734580E+00   0.141421E+02  -0.136236E+02
   0.283805E+01   0.401361E+02   0.668934E+00   0.141421E+02  -0.136707E+02
   0.284286E+01   0.402041E+02   0.603061E+00   0.141421E+02  -0.137179E+02
   0.284767E+01   0.402721E+02   0.536961E+00   0.141421E+02  -0.137650E+02
   0.285248E+01   0.403401E+02   0.470635E+00   0.141421E+02  -0.138122E+02
   0.285729E+01   0.404082E+02   0.404082E+00   0.141421E+02  -0.138593E+02
   0.286210E+01   0.404762E+02   0.337302E+00   0.141421E+02  -0.139064E+02
   0.286691E+01   0.405442E+02   0.270295E+00   0.141421E+02  -0.139536E+02
   0.287172E+01   0.406122E+02   0.203061E+00   0.141421E+02  -0.140007E+02
   0.287653E+01   0.406803E+02   0.135601E+00   0.141421E+02  -0.140479E+02
   0.288134E+01   0.407483E+02   0.679138E-01   0.141421E+02  -0.140950E+02
   0.288615E+01   0.408163E+02   0.319744E-12   0.141421E+02  -0.141421E+02
